NAME,BUY_PRICE,BUY_PRICE_INCLUDE_TAX,INITIAL_STOCK,REMAINING_QUANTITY,SERIAL_NO,EXPIRY_DATE
RIZAPTAN 10mg*,Ksh26.00,Yes,370,,,
RIZEXIN 60mls cetrizine,Ksh100.00,Yes,371,,,
ROBB,Ksh17.00,Yes,372,,,
ROB-D SR,Ksh28.00,Yes,373,,,
ROBI-D,Ksh35.00,Yes,374,,,
ROBIDOM SR caps,Ksh10.00,Yes,375,,,
ROCEPHIN IV 1GM*,Ksh63.00,Yes,376,,,
ROCEPHIN*2GMS,Ksh500.00,Yes,377,,,
ROCIMUS 0.1% 10grams,Ksh400.00,Yes,378,,,
RODENT CONTROL 20G,"Ksh1,010.00",Yes,38,,,
RODENTICIDE  20gm,Ksh40.00,Yes,384,,,
ROFUROX 500MG CEFUROXIME,Ksh35.00,Yes,385,,,
ROSUGARD*10mg,Ksh10.00,Yes,386,,,
ROSUVA 10mg* Rusuvastatin,Ksh10.00,Yes,387,,,
ROVAS 10MG,Ksh15.00,Yes,388,,,
ROVISTA 5mg,Ksh33.00,Yes,389,,,
RUBEM CREAM 25G,Ksh27.00,Yes,39,,,
RUFENAC GEL 20g,Ksh25.00,Yes,390,,,
RUFEX 500MG[CEFUROXIME],Ksh20.00,Yes,391,,,
RYNIZ EXPECT 100MLS,Ksh30.00,Yes,392,,,
RYNIZ PROMETHAZINE,Ksh70.00,Yes,393,,,
SABEZOLE DSR caps,Ksh65.00,Yes,394,,,
SAFARI WATER 1LTR,Ksh40.00,Yes,395,,,
SAFARI WATER 500ML,Ksh32.00,Yes,396,,,
SAFECAL TABS,Ksh17.00,Yes,397,,,
SAFERON 150mls,Ksh22.00,Yes,398,,,
SAFERON PLUS CHEWABLE,Ksh340.00,Yes,399,,,
SAFETAX CEF+SEBACTUM,Ksh23.00,Yes,4,,,
SAFLOXA 750 levofloxacin,Ksh207.00,Yes,40,,,
SAKI BURN 15GMS,Ksh51.00,Yes,400,,,
SALBUT 4 DAWA,Ksh20.00,Yes,401,,,
SALBUTAMOL 100mls,Ksh0.10,Yes,402,,,
SALBUTAMOL 60mls,Ksh35.00,Yes,403,,,
SALBUTAMOL DAWA 60Mls,Ksh25.00,Yes,404,,,
SALBUTAMOL SUSP BRONCHOMAL 100MLS,Ksh20.00,Yes,405,,,
SALCOF 100mls,Ksh30.00,Yes,406,,,
SALIMIA LINMENT 60mls,Ksh100.00,Yes,407,,,
SALINE DROPS 15mls,Ksh75.00,Yes,409,,,
SALOREX 100mls,Ksh25.00,Yes,41,,,
SANCAN 150mg FLUCONAZOLE,Ksh74.00,Yes,410,,,
SANDOZ* 625MG,Ksh8.00,Yes,411,,,
SANITIZER 120mls,Ksh5.00,Yes,412,,,
SANITIZER 50mls,Ksh130.00,Yes,413,,,
SANITIZER DIARIM 500MLS,Ksh45.00,Yes,414,,,
SARACAL tabs,Ksh230.00,Yes,415,,,
SARACAL-M,Ksh14.00,Yes,416,,,
SARAOFLOOZ 700mg tabs 10's,Ksh45.00,Yes,417,,,
SASFERON PLUS CHEWABLE,Ksh140.00,Yes,418,,,
SATRIN 60ML[CETRIZINE],Ksh20.00,Yes,419,,,
SATROGYL 300mg 10's,Ksh22.00,Yes,42,,,
SAVLON ALLSEPT 50mls,Ksh440.00,Yes,420,,,
SAVLON ANTISEPTIC 75mls,Ksh20.00,Yes,421,,,
SCABION CREAM 20G,Ksh100.00,Yes,422,,,
SCABION LOTION 60 ML,Ksh87.00,Yes,423,,,
SCOTTS orange 100mls,Ksh162.00,Yes,424,,,
SCOTTS ORANGE 200mls,Ksh342.00,Yes,425,,,
SCOTTS ORIG 200mls,Ksh660.00,Yes,426,,,
SCOTTS ORIGINAL 100mls,Ksh705.00,Yes,427,,,
SECNIDAZOLE tabs,Ksh342.00,Yes,428,,,
SENNA LAXATIVE 7.5MG,Ksh25.00,Yes,429,,,
SENNA SUSP,Ksh1.00,Yes,43,,,
SENNAKOT,Ksh100.00,Yes,430,,,
SENSODENT KF 50grams,Ksh5.00,Yes,431,,,
SENSODYNE M/CARE 40mls,Ksh250.00,Yes,432,,,
SENSODYNE M/CARE 75 mls,Ksh185.00,Yes,433,,,
SENSODYNE Repair/Protect 75 mls,Ksh380.00,Yes,434,,,
SEPRIN 200mg/5mls 100mls,Ksh490.00,Yes,435,,,
SEPTILIN 100MLS,Ksh35.00,Yes,436,,,
SEPTRIN  50mls,Ksh615.00,Yes,437,,,
SEPTRIN 100mls,Ksh25.00,Yes,438,,,
SEPTRIN 480MG,Ksh40.00,Yes,439,,,
SEPTRIN DS 960MG,Ksh0.50,Yes,44,,,
SEPTRIN GSK DS,Ksh4.00,Yes,440,,,
SEPTRIN SUSP GSK 100MLS,Ksh30.00,Yes,441,,,
SEPTRIN SUSP GSK 50MLS,Ksh334.00,Yes,442,,,
SEPTRINE 480MG LOOSE,Ksh216.00,Yes,443,,,
SEPTRINE DS loose,Ksh0.40,Yes,444,,,
SEPTRINE GLAXO 60MLS,Ksh3.00,Yes,445,,,
SERETIDE 50/500MCG,Ksh205.00,Yes,446,,,
SERETIDE* ACCUHALER 60,"Ksh1,000.00",Yes,447,,,
SERGEL IV 40MG,Ksh500.00,Yes,448,,,
SEVEN SEAS 100mls,Ksh210.00,Yes,449,,,
SEVEN SEAS 170MLS,Ksh410.00,Yes,450,,,
SEVEN SEAS CAPS 30's,Ksh772.00,Yes,451,,,
SEVEN SEAS CAPS 60's,Ksh22.00,Yes,452,,,
SEVENSEAS M/VIT  100mls,Ksh20.00,Yes,454,,,
SEVIN 200GMS,Ksh535.00,Yes,455,,,
SHAL ARTEM 24's,Ksh80.00,Yes,458,,,
"SIAM TABS[ALUMINIUM HYDROXIDE,SIMETHICONE,MG",Ksh52.00,Yes,459,,,
SICLOFEN MR,Ksh2.00,Yes,46,,,
SICLOFEN100,Ksh6.00,Yes,460,,,
SIGN KIT 14'S,Ksh3.00,Yes,461,,,
SIGN KIT 7's,"Ksh2,000.00",Yes,462,,,
SILDENAFIL MTM 100,Ksh700.00,Yes,463,,,
SILDENAFIL MTM 50,Ksh11.00,Yes,464,,,
SILVEREX CREAM 25 grams,Ksh8.00,Yes,465,,,
SILVEX CREAM 20gm,Ksh140.00,Yes,466,,,
SINAREST VAPOCAPS,Ksh25.00,Yes,467,,,
SINEMET TABS 10MG/100MG,Ksh30.00,Yes,468,,,
SIZODON* 2MG,Ksh21.00,Yes,469,,,
SKYBURN CREAM,Ksh20.00,Yes,470,,,
SKYBURN CREAM 15G,Ksh25.00,Yes,471,,,
SMS GENOCIDE INSECT,Ksh20.00,Yes,473,,,
SMUGEL lub 50GRAMS,Ksh40.00,Yes,475,,,
SODIUM CITRATE GRANULES satchets,Ksh200.00,Yes,477,,,
SODIUM CROMOGLICATE 2%,Ksh30.00,Yes,478,,,
SODIUM VALPORATE VALEX 100ML ,Ksh100.00,Yes,479,,,
soft style strips,Ksh1.00,Yes,48,,,
SOFTRON FERROUS FOLIC,Ksh25.00,Yes,480,,,
SOLO 10/LUXAT 10mg,Ksh5.00,Yes,481,,,
SOLO 4MG Satchet,Ksh15.00,Yes,482,,,
SOLO5MG/ROMILAST CHEWABLE,Ksh15.00,Yes,483,,,
SOLUWAX 10mls,Ksh10.00,Yes,484,,,
SOLVIN PLUS 120mls,Ksh150.00,Yes,487,,,
SOLVIN PLUS 60MLS ,Ksh245.00,Yes,488,,,
SOLVIN PLUS TABS IPCA,Ksh110.00,Yes,489,,,
SOMPRAZ 20MG,Ksh10.00,Yes,490,,,
SOMPRAZ IT,Ksh10.00,Yes,491,,,
SONADERM GM cream 10gm,Ksh70.00,Yes,493,,,
SONAMOJA,Ksh150.00,Yes,494,,,
SONAMOJA PAIR,Ksh6.00,Yes,495,,,
SONATEC m/wash 250mls,Ksh6.00,Yes,496,,,
SOYA OMEGA3,Ksh144.00,Yes,497,,,
SPACOVIN 40 [DROTAVERINE ],Ksh25.00,Yes,498,,,
SPANIL 10mg Buscopan,Ksh5.00,Yes,499,,,
SPASMOCARE DROTAVERINE 80MG,Ksh5.00,Yes,5,,,
SPASMOCARE PLUS,Ksh15.00,Yes,50,,,
SPASMODEX P,Ksh21.00,Yes,500,,,
SPECTIONOMYCIN RETELEX PLUS INJ 2GM,Ksh15.00,Yes,501,,,
SPIROLAC-25MG,Ksh230.00,Yes,502,,,
SPIROLON 25MG,Ksh4.00,Yes,504,,,
SREDNAC GEL 30G,Ksh8.10,Yes,505,,,
STEDNAC GEL 30G,Ksh150.00,Yes,51,,,
STEPS NORMAL SALNE DROPS 20MLS,Ksh150.00,Yes,52,,,
STERAMINE ANTIALLERGIC,Ksh35.00,Yes,53,,,
STERON 5MG,Ksh7.50,Yes,538,,,
STILNOX 10MG,Ksh16.00,Yes,54,,,
STOP ACID SUSP 100MLS ,Ksh42.00,Yes,540,,,
STRAPPING 4',Ksh28.00,Yes,545,,,
STREPSILS PAIR,Ksh40.00,Yes,546,,,
STREPTOMYCIN INJ 1GM ,Ksh25.00,Yes,547,,,
STROM SR-100 TRAMADOL,Ksh20.00,Yes,549,,,
STROM-50 TRAMADOL,Ksh12.00,Yes,55,,,
STUGERON 25MG,Ksh6.00,Yes,550,,,
SUBSYDE gel 15gm,Ksh11.00,Yes,552,,,
SUBSYDE-CR,Ksh140.00,Yes,553,,,
SUCRAFIL O GEL 100MLS ,Ksh25.00,Yes,554,,,
SUDAFED PSEUDOEPHEDRINE,Ksh215.00,Yes,555,,,
SUDAFED*,Ksh5.00,Yes,557,,,
SUDO CREAM 125MG,Ksh5.00,Yes,559,,,
SULFASALAZINE,Ksh100.00,Yes,564,,,
SULID 60mls Cetrizine,Ksh10.00,Yes,565,,,
SULPHUR OINT 20 Grams,Ksh25.00,Yes,566,,,
SURDEX 100mls,Ksh20.00,Yes,57,,,
SURDEX 60mls,Ksh150.00,Yes,570,,,
SURGICAL BLADE 23,Ksh100.00,Yes,571,,,
SURGICAL GLOVES 1 PAIR,Ksh4.00,Yes,572,,,
SURGICAL SPIRIT 100MLS,Ksh20.00,Yes,573,,,
SURGICAL SPIRIT 1Litre,Ksh55.00,Yes,574,,,
SURGICAL SPIRIT 500mls,Ksh150.00,Yes,575,,,
SURGICAL SPIRIT 50mls,Ksh90.00,Yes,576,,,
SURURE NYLON,Ksh30.00,Yes,578,,,
SUSPENSION COLIZA 15MLS ,Ksh100.00,Yes,579,,,
SUSTECOF (DRY COUGH) 100MLS,Ksh80.00,Yes,58,,,
SUSTEN 200,Ksh95.00,Yes,580,,,
SUSTEN CAPS 400 MG,Ksh70.00,Yes,581,,,
SUTURE VICRYL,Ksh50.00,Yes,582,,,
SUTURING PROCEDURE,Ksh100.00,Yes,583,,,
SWAMLO 5mg,Ksh250.00,Yes,585,,,
SYLATE 500mg,Ksh3.00,Yes,587,,,
SYLENT PLAIN TABS,Ksh63.00,Yes,588,,,
SYLENT TX TAB,Ksh33.00,Yes,59,,,
SYMBICORT 160/4.5ug/dose,Ksh48.00,Yes,590,,,
SYNERCOF 100mls,Ksh500.00,Yes,592,,,
SYNGAB 100mg,Ksh56.00,Yes,593,,,
SYNGAB 50mg,Ksh20.00,Yes,594,,,
SYRINGE 20MLS,Ksh20.00,Yes,595,,,
SYRINGE 5ML,Ksh10.00,Yes,596,,,
SYRINGES 10ML,Ksh2.00,Yes,597,,,
SYRINGES 2CC,Ksh4.50,Yes,599,,,
TACROLIMUS 0.1%[TACROVATE],Ksh2.00,Yes,6,,,
TACROLIMUS REMUS 0.1%,Ksh440.00,Yes,600,,,
TACROZ Oint 0.03%,Ksh510.00,Yes,601,,,
TAGERA FORTE,Ksh930.00,Yes,602,,,
TAGERA FORTE,Ksh50.00,Yes,603,,,
TALGENTIS 20mg,Ksh45.00,Yes,604,,,
TALGENTIS 5mg,Ksh120.00,Yes,605,,,
TAMBAC SUSP 60mls,Ksh73.00,Yes,606,,,
TAMEPYN Tabs,Ksh440.00,Yes,608,,,
TAMSOLIN 0.4mg,Ksh12.00,Yes,609,,,
TAXIM O 200mg 10's,Ksh65.00,Yes,61,,,
TAXIO O 50mg/5mls,Ksh400.00,Yes,610,,,
TAZID 1gm ceftazidime,Ksh680.00,Yes,612,,,
TAZID 250mg/IM/IV Injection,Ksh100.00,Yes,613,,,
TEARS NATURALE II 15MLS,Ksh100.00,Yes,616,,,
TEGRETOL NORVATIS 200MG,Ksh415.00,Yes,617,,,
TELMI 40 AM,Ksh10.00,Yes,619,,,
TELMI 40 H,Ksh47.00,Yes,62,,,
TELMI 40MG,Ksh42.00,Yes,620,,,
TELMI 80 H,Ksh35.00,Yes,621,,,
TELMI 80MG,Ksh62.00,Yes,622,,,
TELMISARTAN *TELMICOS 40MG,Ksh52.00,Yes,624,,,
TELMISARTAN TELMI 40,Ksh15.00,Yes,626,,,
TELMISARTAN TELMI 40 H 40/12.5,Ksh37.00,Yes,63,,,
TELMISARTAN TELMICOS 80MG ,Ksh42.00,Yes,630,,,
TELTAS 40mg intas,Ksh45.00,Yes,631,,,
TEMFLAM 100MLS,Ksh48.00,Yes,632,,,
TEMTRIN A/L 1'S,Ksh100.00,Yes,633,,,
TENOLOL 50MG,Ksh2.75,Yes,634,,,
TENORIC*100/25,Ksh1.00,Yes,635,,,
TERBEX CREAM 15MG,Ksh10.00,Yes,636,,,
TERBEX CREAM 5grams,Ksh325.00,Yes,637,,,
TERBIBACT MIXI 15gms,Ksh120.00,Yes,638,,,
TERBIFIN 1% 30g Soverign,Ksh220.00,Yes,639,,,
TERBIFIN CREAM 15G,Ksh150.00,Yes,640,,,
TERBIFIN-250,Ksh265.00,Yes,641,,,
TERBINAFINE 250 Terbinaforce,Ksh96.00,Yes,642,,,
TESS buccal paste,Ksh26.00,Yes,643,,,
TETANUS VACCINE,Ksh320.00,Yes,644,,,
TETMOSSOL MEDICATED SOAP 75G,Ksh20.00,Yes,646,,,
TETRACYCLINE eye oint 1%,Ksh150.00,Yes,648,,,
TETRACYCLINE SKIN OINT  3% 15grams,Ksh35.00,Yes,649,,,
THIOCARB prom 100mls,Ksh22.00,Yes,65,,,
THIOPENTAL SODIUM THIOSOL INJ 500MG,Ksh50.00,Yes,650,,,
THIORELAX TABS,Ksh200.00,Yes,651,,,
THIOVENT 2% 100MLS,Ksh42.00,Yes,652,,,
THIOVENT ADULT 5% 100mls,Ksh90.00,Yes,653,,,
THIOVENT PROM 100MLS,Ksh88.00,Yes,654,,,
THIOZONE tabs,Ksh85.00,Yes,655,,,
THYROXINE EUTHYROX 100 MCG,Ksh10.00,Yes,658,,,
THYROXINE EUTHYROX 25Mcg,Ksh10.00,Yes,66,,,
THYROXINE EUTHYROX 50Mcg,Ksh11.00,Yes,660,,,
TICAMET 250 INHALER,Ksh8.00,Yes,661,,,
TICAS 0.05%,Ksh500.00,Yes,667,,,
TIMOLOL 0.5% TML,Ksh100.00,Yes,67,,,
TINCTURE OF IODINE 100ML,Ksh115.00,Yes,671,,,
TINCTURE OF IODINE 50mls,Ksh60.00,Yes,672,,,
TINIDAZOLE 4's 2GMS,Ksh35.00,Yes,673,,,
TINILOX MPS 100mls,Ksh15.00,Yes,675,,,
TINILOX MPS TABS 10's,Ksh200.00,Yes,676,,,
TOB-DEX DROP 5MLS,Ksh70.00,Yes,677,,,
TOBRACID-DM 10MLS,Ksh260.00,Yes,678,,,
TOBRADEX DM EYE DROPS 10mls,Ksh304.00,Yes,68,,,
TOBRADEX DROPS 5MLS,Ksh430.00,Yes,681,,,
TOBRADEX EYE OINT 3.5 grams,Ksh450.00,Yes,683,,,
TOFEN 100MLS,Ksh500.00,Yes,685,,,
TOFEN 1MG -KETOTIFEN,Ksh224.00,Yes,686,,,
TOPCORT CREAM 15GMS*,Ksh8.00,Yes,687,,,
TORY 120mg,Ksh100.00,Yes,689,,,
TORY 60/90/120,Ksh28.00,Yes,69,,,
TORY 60mg,Ksh15.00,Yes,692,,,
TORY 90,Ksh21.00,Yes,694,,,
TOT Hema Ampoules,Ksh24.00,Yes,695,,,
TOTOMOL 60mls,Ksh36.00,Yes,696,,,
TOUCH n GO TOOTH SOL,Ksh17.00,Yes,697,,,
TRACK MR,Ksh181.00,Yes,698,,,
TRAMACET tabs,Ksh15.00,Yes,699,,,
TRAMADOL Generic 50MG,Ksh37.00,Yes,7,,,
TRAMADOL inj 100mg/2ml,Ksh4.00,Yes,701,,,
TRANEXAMIC 500MG TABS,Ksh15.00,Yes,702,,,
TRANEXAMIC IV 500mg/5mls,Ksh15.00,Yes,703,,,
TRANSPORT,Ksh100.00,Yes,708,,,
TRAVOGEN 1% 20 g,Ksh10.00,Yes,709,,,
TRENAXA 500 MG,Ksh300.00,Yes,71,,,
TRES ORIX 100mls,Ksh30.00,Yes,710,,,
TRES ORIX 250mls big,Ksh530.00,Yes,711,,,
TRESORIX forte caps,Ksh780.00,Yes,712,,,
TREVIAMET 50/1000mg,Ksh42.00,Yes,716,,,
TREVIAMET 50/500MG,Ksh54.00,Yes,717,,,
TRIAMCINOLONE 40mg INJ 1ml,Ksh55.00,Yes,718,,,
TRIBEES FORTE,Ksh110.00,Yes,72,,,
TRIBEES FORTE tabs,Ksh11.00,Yes,722,,,
TRIBEES* Forte,Ksh12.00,Yes,723,,,
TRICET 60mls,Ksh5.00,Yes,724,,,
TRICOFF EXP 100mls,Ksh20.00,Yes,726,,,
TRICOHIST 100mls,Ksh45.00,Yes,727,,,
TRICOHIST 60mls,Ksh105.00,Yes,731,,,
TRICOZOLE PLUS TAB,Ksh90.00,Yes,732,,,
TRIDAHIST 100mls,Ksh3.00,Yes,733,,,
TRIDAHIST 60mls,Ksh35.00,Yes,735,,,
TRIDEX 100MLS,Ksh25.00,Yes,736,,,
TRIDEX 60mls,Ksh50.00,Yes,737,,,
TRIHISTAMIN 100mls,Ksh40.00,Yes,738,,,
TRIHISTAMIN 60MLS,Ksh80.00,Yes,739,,,
TRIMETABOL 150MLS ,Ksh70.00,Yes,74,,,
TRIMEX -ADULT 100MLS ,Ksh632.00,Yes,741,,,
TRIMEX ADULT 60MLS,Ksh105.00,Yes,743,,,
TRIMEX DIABETIC 100MLS,Ksh100.00,Yes,744,,,
TRIMEX IMUCOLYTIC 60MLS ,Ksh125.00,Yes,745,,,
TRIMEX MUCOLYTIC 100MLS,Ksh1.00,Yes,748,,,
TRIMEX PAEDs  100MLS,Ksh100.00,Yes,749,,,
TRIMEX -PAEDTRICTS  60MLS ,Ksh105.00,Yes,75,,,
TRIMEX-DIABETIC 60MLS ,Ksh70.00,Yes,750,,,
TRIMICON CREAM 15GRAMS,Ksh1.00,Yes,755,,,
TRIMIN TABS,Ksh155.00,Yes,756,,,
TRIMOXOL 60ML,Ksh20.00,Yes,757,,,
TRIMOXOL SEPTRIN 100MLS,Ksh23.00,Yes,758,,,
TRINERVE SOFTGEL,Ksh32.00,Yes,759,,,
TRIOHIST 100mls,Ksh62.00,Yes,76,,,
TRIOHIST 60mls,Ksh76.00,Yes,760,,,
TRIOKIT 4'S,Ksh66.00,Yes,761,,,
TRIPLE PEN,Ksh640.00,Yes,762,,,
TRITA MR 35mg angina,Ksh50.00,Yes,763,,,
TRITACE 2.5 Ramipril*,Ksh35.00,Yes,764,,,
TRITRIS MANIX,Ksh10.00,Yes,765,,,
TROGYL 400MG 500'S,Ksh34.00,Yes,766,,,
TROGYL 60mls,Ksh0.50,Yes,767,,,
TROPICAL Sanizer 50mls,Ksh20.00,Yes,769,,,
TRUMOL 100mls,Ksh60.00,Yes,77,,,
TRUMOL 60mls paracetamol,Ksh30.00,Yes,770,,,
TRUPAN 40mg iv/vial,Ksh18.00,Yes,772,,,
TUBE RED TOP,Ksh200.00,Yes,773,,,
TUMBOCID,Ksh5.00,Yes,774,,,
TURBOLAX 100mls,Ksh7.00,Yes,778,,,
TURBOLAX 1OOmls,Ksh150.00,Yes,779,,,
TUSPEL 100mls yellow,Ksh200.00,Yes,78,,,
TUSPEL 60mls,Ksh120.00,Yes,780,,,
TUSPEL PLUS 100ML,Ksh80.00,Yes,781,,,
TUSPRESS 100ML,Ksh129.00,Yes,782,,,
TUSPRESS 60mls,Ksh140.00,Yes,783,,,
TUSSIDEX forte linctus,Ksh90.00,Yes,784,,,
TX-MF,Ksh70.00,Yes,786,,,
TYPHOID VACCINE 0.6MLS,Ksh50.00,Yes,787,,,
ULCERID 200mls,Ksh480.00,Yes,79,,,
ULGEL 170MLS,Ksh70.00,Yes,796,,,
ULGICID SUSP 200mls CHERRY,Ksh240.00,Yes,798,,,
ULGICID SUSP 200MLS MINT,Ksh290.00,Yes,799,,,
ULMET 400 MG[CIMETIDINE],Ksh240.00,Yes,8,,,
ULTRAFLEX tabs,Ksh2.00,Yes,800,,,
ULZOL 20mg caps,Ksh57.00,Yes,801,,,
UNIACNE CREAM 25gms,Ksh5.00,Yes,803,,,
UNIACTIN 100mls,Ksh152.00,Yes,804,,,
UNIBROL 250mg tabs,Ksh180.00,Yes,805,,,
UNIBROL 60ML[AMINOSIDINE],Ksh25.00,Yes,807,,,
UNICONTIN 400mg,Ksh221.00,Yes,808,,,
UNIGAN tabs,Ksh20.00,Yes,81,,,
UNISTEN CREAM,Ksh10.00,Yes,812,,,
UNISTEN HC 20grams,Ksh25.00,Yes,813,,,
UNIVIR 400MG,Ksh85.00,Yes,816,,,
UNIWORM 10MLS,Ksh30.00,Yes,818,,,
UNIZAR FORTE,Ksh10.00,Yes,819,,,
UNIZAR H,Ksh46.00,Yes,82,,,
UNOZID 3'S,Ksh29.00,Yes,820,,,
UPACOF Dry 100mls,Ksh55.00,Yes,821,,,
UPACOF EXP 100MLS,Ksh75.00,Yes,822,,,
UPACOF PAEDS 100MLS,Ksh65.00,Yes,823,,,
URGENDOL P,Ksh45.00,Yes,824,,,
URIFLOX 400[NORFLOXACIN],Ksh23.00,Yes,826,,,
URINE BAG,Ksh4.00,Yes,827,,,
UROXIA MVITAMIN 200MLS,Ksh25.00,Yes,828,,,
UTABON NOSE DROPS ADULTS,Ksh234.00,Yes,829,,,
UTI Kit,Ksh202.00,Yes,83,,,
UTjoy 100mls,Ksh435.00,Yes,831,,,
V WASH PLUS 100ML,Ksh100.00,Yes,832,,,
VAGID CL SUPP 3'S,Ksh535.00,Yes,833,,,
VAGIPLUS SUPP 7'S,Ksh250.00,Yes,834,,,
VALIUM 5MG[DIAZEPAM],Ksh720.00,Yes,835,,,
VALUPAK FISH OIL,Ksh17.00,Yes,836,,,
VANCOMYCIN INJ HCL VANCO 500,Ksh16.00,Yes,837,,,
VARINIL 10mg,Ksh550.00,Yes,838,,,
VARINIL 5mg,Ksh8.00,Yes,839,,,
VASOPRIL 10mg,Ksh5.00,Yes,84,,,
VASOPRIL 5MG,Ksh5.00,Yes,840,,,
VASTREL MR 35MG,Ksh3.00,Yes,841,,,
VDM-KIT,Ksh20.00,Yes,842,,,
VDRUF 120mls,Ksh520.00,Yes,843,,,
VEDROX 125MG 100mls,Ksh500.00,Yes,844,,,
VEDROX 500mg,Ksh245.00,Yes,845,,,
VEDROX 60mls,Ksh29.00,Yes,847,,,
VENTOLIN  GSK 100MLS,Ksh140.00,Yes,848,,,
VENTOLIN EVOHALER,Ksh163.00,Yes,849,,,
VENTOLIN EXP GSK 100MLS,Ksh240.00,Yes,85,,,
VENTOLIN LOOSE PIMA,Ksh227.00,Yes,850,,,
VENTOLIN RESP SOL 1ML,Ksh0.20,Yes,851,,,
VENTOLIN RESP SOL PER/1ML,Ksh90.00,Yes,852,,,
VENTOLIN RESPIRATOR SOL 10MLS,Ksh90.00,Yes,853,,,
VERMISAN 30MLS,Ksh100.00,Yes,854,,,
VERMOUT MEBENDAZOLE 30MLS,Ksh10.00,Yes,855,,,
VICRYL RAPIDE,Ksh10.00,Yes,856,,,
VIDOL 12.5mg,Ksh50.00,Yes,857,,,
VIDOL 25mg,Ksh11.00,Yes,858,,,
VIDOL 6.25,Ksh15.00,Yes,859,,,
VIFEX 100mls,Ksh7.00,Yes,86,,,
VILDAGLIPTIN 50MG COSMOS,Ksh145.00,Yes,861,,,
VIRUX 400mg,Ksh5.00,Yes,862,,,
VISCID GEL 200mls,Ksh10.00,Yes,863,,,
VIT C Z 1000mg,Ksh166.00,Yes,865,,,
VITACAP,Ksh25.00,Yes,866,,,
VITADOC SOFTGEL caps,Ksh2.00,Yes,867,,,
VITAHEALTH 100mls,Ksh22.00,Yes,868,,,
VITAHEALTH 200mls,Ksh342.00,Yes,869,,,
VITAHEALTH omega 3 200mls,Ksh675.00,Yes,87,,,
VITAHEALTH OMEGA 3 Caps,Ksh450.00,Yes,871,,,
VITAMIN B COMPLEX INJ,Ksh15.00,Yes,872,,,
VITAMIN D3 (DEVIT) 1ML INJ,Ksh50.00,Yes,873,,,
"VITAMIN D3 60,000 CAPS 1's",Ksh350.00,Yes,875,,,
VITAMIN K 10mg/1ml phytomenadione inj,Ksh90.00,Yes,876,,,
VITANERVE CAPS,Ksh60.00,Yes,877,,,
VIT-B DENK,Ksh25.00,Yes,878,,,
VITSOL-D3 DROPS 15MLS,Ksh10.00,Yes,88,,,
VOFAX PLUS 750mg,Ksh385.00,Yes,880,,,
VOKAST 5/10mg MON/LEVO,Ksh32.00,Yes,881,,,
VOLIGEL 30grams,Ksh20.00,Yes,882,,,
VOLINI GEL 30grams,Ksh170.00,Yes,883,,,
VOLTAMED 100 MG*,Ksh175.00,Yes,887,,,
VOLTAREN 100mg,Ksh1.00,Yes,89,,,
VOLTAREN Emugel 20g,Ksh20.00,Yes,892,,,
VOMITEL S 30mls,Ksh362.00,Yes,893,,,
VOMITINO TABS,Ksh200.00,Yes,894,,,
VONAC GEL 20G[DICLOFENAC GEL],Ksh10.00,Yes,895,,,
VORMIFRED ABZ,Ksh25.00,Yes,896,,,
WARFARIN 5MG,Ksh6.00,Yes,898,,,
WATER GUARD 150 ML,Ksh4.50,Yes,899,,,
WATERGUARD 150ML,Ksh25.00,Yes,9,,,
WAXOFF 10mls,Ksh19.00,Yes,90,,,
WHITEFIELD OINT 20grams,Ksh170.00,Yes,900,,,
WINCRAV 228.5,Ksh20.00,Yes,901,,,
wire mesh *6,Ksh160.00,Yes,902,,,
WOZEL ABZ 400mg,"Ksh2,000.00",Yes,903,,,
XAMANA HEEL CREAM,Ksh6.00,Yes,905,,,
XCLAM KIT*,Ksh90.00,Yes,906,,,
XPEN Inj,"Ksh1,600.00",Yes,907,,,
XTONE FORTE 200mls,Ksh7.00,Yes,908,,,
XTRADERM CREAM 20Grams,Ksh330.00,Yes,909,,,
XTRALITE CREAM 20GMS,Ksh125.00,Yes,91,,,
XYLOCON 0.025% nasal drops,Ksh450.00,Yes,910,,,
XYLOCON 0.05%,Ksh50.00,Yes,911,,,
YASMIN 21's,Ksh30.00,Yes,912,,,
YESCORT 18MG,Ksh660.00,Yes,913,,,
YESCORT 30mg,Ksh33.00,Yes,915,,,
YESCORT 6MG,Ksh45.00,Yes,916,,,
YESCORT 6MG 100mls,Ksh22.00,Yes,917,,,
Z vit drops 15mls,Ksh200.00,Yes,918,,,
ZAART H,Ksh190.00,Yes,919,,,
ZAART Plain,Ksh30.00,Yes,92,,,
ZECUF HERBAL 100mls,Ksh25.00,Yes,920,,,
ZECUF LOZENGES PAIR,Ksh160.00,Yes,922,,,
ZEDCAL SUSP 200mls,Ksh22.00,Yes,923,,,
ZEDCAL TABS,Ksh410.00,Yes,924,,,
ZEDEX SYRUP 100ML,Ksh15.00,Yes,925,,,
ZEFCOLIN 100MLS,Ksh128.00,Yes,926,,,
ZEJOINT tablets,Ksh250.00,Yes,927,,,
ZEMAN SX TABS,Ksh30.00,Yes,928,,,
ZENTEL SUSP 20mls,Ksh42.00,Yes,929,,,
ZENTEL tab 400mg,Ksh160.00,Yes,93,,,
ZEROCIN 3'S,Ksh130.00,Yes,930,,,
