No.,Item Code,Item Description,Item Category,Brand,U.O.M,Buying Price,Selling Price,Expense Account,Income Account
1097,PHA903,RIVAROXABAN 15MG,PHARMACY,,TABS,69,95,INVENTORY - PHARMACY,PHARMACY
1098,PHA766,RIVAROXABAN(XARELTO) 20MG (CASH ONLY),PHARMACY,,TABS,69,95,INVENTORY - PHARMACY,PHARMACY
1099,PHA998,RIVAROXABAN]XARELTO] 10MG (CASH ONLY),PHARMACY,,TABS,69,90,INVENTORY - PHARMACY,PHARMACY
1100,PHA881,ROSUVASTATIN TABS 10MG[CASH],PHARMACY,,TABS,19.79,35,INVENTORY - PHARMACY,PHARMACY
1101,CANTEEN143,ROYAL MILK 500ML,CANTEEN & CATERING,,CARTONS,600,600,PREPAID SERVICE CONTRACTS,
1102,48,ROYCO CUBES,CANTEEN & CATERING,,PKT,0,0,COS-CANTEEN,CANTEEN INCOME
1103,PHA707,RUBBERS,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1104,KITCHEN019,RUKURIRI TEA LEAVES,KITCHEN ITEMS,,PKT,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1105,8007,RULER,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1106,5080,SAFARICOM CARD 10,CANTEEN & CATERING,,PIECES,9,10,PREPAID SERVICE CONTRACTS,PHYSIOTHERPHY EQUIPMENT
1107,5081,SAFARICOM CARD 100,CANTEEN & CATERING,,PIECES,94,100,PREPAID SERVICE CONTRACTS,PHYSIOTHERPHY EQUIPMENT
1108,5082,SAFARICOM CARD 20,CANTEEN & CATERING,,PIECES,18.8,20,PREPAID SERVICE CONTRACTS,PHYSIOTHERPHY EQUIPMENT
1109,5083,SAFARICOM CARD 50,CANTEEN & CATERING,,PIECES,47,50,PREPAID SERVICE CONTRACTS,PHYSIOTHERPHY EQUIPMENT
1110,PHA563,SAFETY BOX,PHARMACY,,TABS,0,0,INVENTORY - PHARMACY,PHARMACY
1111,PHA288,SALBUTAMOL INHALER 100MG[CASH ONLY],PHARMACY,,TABS,0,300,INVENTORY - PHARMACY,PHARMACY
1112,PHA289,SALBUTAMOL SYRUP 2MG/5ML,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
1113,PHA290,SALBUTAMOL TABS 4MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1114,345028,SALIVA EJECTOR,DENTAL,,PKT,500,0,COS-DENTAL,DENTAL
1115,LAB004,SALMONELLA ANTIGEN,LAB ITEMS,,BOX,3000,0,LABORATORY EQUIPMENT,LABORATORY
1116,PHA619,SALMONELLA ANTIGEN KIT 25S,PHARMACY,,TABS,0,6500,INVENTORY - PHARMACY,PHARMACY
1117,19,SALT 1KG (CANTEEN),CANTEEN & CATERING,,PIECES,32.5,32.5,PREPAID SERVICE CONTRACTS,
1118,CANTEEN044,SANDALS,CANTEEN & CATERING,,PAIRS,200,250,PREPAID SERVICE CONTRACTS,
1119,KITCHEN036,SARAYA HANDWASH,KITCHEN ITEMS,,LTS,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1120,KITCHEN035,SARAYA SANITIZERS,KITCHEN ITEMS,,LTS,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1121,PHA579,SAVLON[CHLORHEXIDINE SOL 4%,PHARMACY,,TABS,1649,2000,INVENTORY - PHARMACY,PHARMACY
1122,28,SAWA 250GMS,CANTEEN & CATERING,,PIECES,68.33,0,PREPAID SERVICE CONTRACTS,
1123,8037,SCISSORS,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1124,5034,SCRUBBER,CANTEEN & CATERING,,PIECES,10,0,PREPAID SERVICE CONTRACTS,
1125,PHA796,SEALANT,PHARMACY,,TABS,3200,3200,INVENTORY - PHARMACY,PHARMACY
1126,PHA349,SECNIDAZOLE TABS 1GM 0 [2 TABS] 2GM [CASH ONLY],PHARMACY,,TABS,0,120,INVENTORY - PHARMACY,PHARMACY
1127,PHA291,SECNIDAZOLE TABS 500MG[CASH ONLY],PHARMACY,,TABS,6.75,30,INVENTORY - PHARMACY,PHARMACY
1128,ADM003,SECURITY SERVICES,ADMINISTRATION,,OTHERS,15000,15000,SECURITY,HOSPITAL REVENUE
1129,PHA292,SEDIPROCT CREAM 20G,PHARMACY,,TABS,0,250,INVENTORY - PHARMACY,PHARMACY
1130,PHA293,SEDIPROCT SUPPOSITORIES,PHARMACY,,TABS,0,20,INVENTORY - PHARMACY,PHARMACY
1131,345016,SELF CURE POWDER,DENTAL,,PKT,1500,0,COS-DENTAL,DENTAL
1132,KITCHEN030,SERVIETTE,KITCHEN ITEMS,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1133,18,SERVIETTE (CANTEEN),CANTEEN & CATERING,,PKT,69.44,69.44,PREPAID SERVICE CONTRACTS,
1134,PHA959,SEVOFLURANE 250MLS,PHARMACY,,TABS,13500,0,INVENTORY - PHARMACY,PHARMACY
1135,345003,SHARP BUR,DENTAL,,PKT,100,130,ADMINISTRATIVE EXPENSES,DENTAL
1136,42,SHOPPING BAGS (LARGE),CANTEEN & CATERING,,PIECES,0,0,PREPAID SERVICE CONTRACTS,
1137,5067,SHOPPING BAGS (MEDIUM),CANTEEN & CATERING,,PIECES,250,250,PREPAID SERVICE CONTRACTS,
1138,5068,SHOPPING BAGS (SMALL),CANTEEN & CATERING,,PIECES,150,150,PREPAID SERVICE CONTRACTS,
1139,PHA480,SICCAPOS GEL 0,PHARMACY,,TABS,0,500,INVENTORY - PHARMACY,PHARMACY
1140,PHA475,SICCAPROTECT 0,PHARMACY,,TABS,0,400,INVENTORY - PHARMACY,PHARMACY
1141,PHA369,SILDENAFIL 50MG TABS 0,PHARMACY,,TABS,0,15,INVENTORY - PHARMACY,PHARMACY
1142,PHA863,SILICON AUTO CLAVABLEMASK SIZE 2,PHARMACY,,TABS,14300,20000,INVENTORY - PHARMACY,PHARMACY
1143,PHA864,SILICON AUTO CLAVABLEMASK SIZE 4,PHARMACY,,TABS,14300,20000,INVENTORY - PHARMACY,PHARMACY
1144,PHA865,SILICON AUTO CLAVABLEMASK SIZE 5,PHARMACY,,TABS,14300,20000,INVENTORY - PHARMACY,PHARMACY
1145,PHA600,SILICON INSOLES,PHARMACY,,TABS,5,3500,INVENTORY - PHARMACY,PHARMACY
1146,PHA858,SILICON OXGEN MASK SIZE 3 [AUTOCLAVABLE],PHARMACY,,TABS,14000,20000,INVENTORY - PHARMACY,PHARMACY
1147,PHA574,SILK 2/0,PHARMACY,,TABS,50,150,INVENTORY - PHARMACY,PHARMACY
1148,PHA736,SILK 2/0 REVERSE CUTTING,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
1149,PHA696,SILK NO. 2,PHARMACY,,TABS,29.17,150,INVENTORY - PHARMACY,PHARMACY
1150,PHA430,SILVER SULPHADIAZINE 1% 15 MG TUBE 0,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
1151,PHA499,SILVER SULPHADIAZINE CREAM 100GM 0,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
1152,PHA294,SILVER SULPHADIAZINE CREAM 250GCASH,PHARMACY,,TABS,0,300,INVENTORY - PHARMACY,PHARMACY
1153,PHA758,SKIN GRAFTING BLADE,PHARMACY,,TABS,258.62,600,INVENTORY - PHARMACY,PHARMACY
1154,PHA759,SKIN GRAFTING BLADE HOLDER,PHARMACY,,TABS,17500,17500,INVENTORY - PHARMACY,PHARMACY
1155,PHA549,SKIN TRACTION KIT,PHARMACY,,TABS,1000,1500,INVENTORY - PHARMACY,PHARMACY
1156,PHA635,SLIDES 72S,PHARMACY,,TABS,0,500,ACCOMODATION,PHARMACY
1157,PHA970,SMALL CURVED ARTERIES,PHARMACY,,TABS,850,0,INVENTORY - PHARMACY,PHARMACY
1158,PHA921,SMALL REFRIGERATOR,PHARMACY,,TABS,26600,0,INVENTORY - PHARMACY,PHARMACY
1159,4114,SOAP DISHES,CANTEEN & CATERING,,PIECES,0,0,PREPAID SERVICE CONTRACTS,
1160,CANTEEN133,SOCKS FOR CHILDREN,CANTEEN & CATERING,,PAIRS,25,100,PREPAID SERVICE CONTRACTS,PHYSIOTHERPHY EQUIPMENT
1161,5056,SODA 200 ML,CANTEEN & CATERING,,PIECES,15,20,PHYSIOTHERPHY EQUIPMENT,PHYSIOTHERPHY EQUIPMENT
1162,5057,SODA 300 ML (GLASS),CANTEEN & CATERING,,BOTTLES,680,680,PHYSIOTHERPHY EQUIPMENT,PHYSIOTHERPHY EQUIPMENT
1163,PHA991,SODA LIME,PHARMACY,,TABS,9600,0,INVENTORY - PHARMACY,PHARMACY
1164,5058,SODA PLASTIC 500ML,CANTEEN & CATERING,,PIECES,52.71,52.71,PREPAID SERVICE CONTRACTS,
1165,5059,SODA PLASTIC 350ML,CANTEEN & CATERING,,PIECES,41.6,60,PREPAID SERVICE CONTRACTS,
1166,PHA411,SODIUM BICARBONATE INJ. 8.4% 0,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
1167,PHA593,SODIUM CONDITIONER HUMALYTE PLUS 3,LAB ITEMS,,TUBES,450,6890,ACCOMODATION,PHARMACY
1168,PHA511,SODIUM LACTATE[HARTMAN]S SOLUTION 0,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
1169,PHA558,SODIUM VALPROATE ORAL LIQUID,PHARMACY,,TABS,321,540,INVENTORY - PHARMACY,PHARMACY
1170,PHA295,SODIUM VALPROATE TABS 200MG[CASH ONLY],PHARMACY,,TABS,10.24,15,INVENTORY - PHARMACY,PHARMACY
1171,PHA377,SODIUM VALPROATE TABS 500MG 0,PHARMACY,,TABS,0,40,INVENTORY - PHARMACY,PHARMACY
1172,58,SOFTCARE DIAPERS,CANTEEN & CATERING,,PKT,0,0,COS-CANTEEN,CATERING
1173,5065,SOFTCARE SANITARY PADS,CANTEEN & CATERING,,CARTONS,55.83,55.83,PREPAID SERVICE CONTRACTS,
1174,KITCHEN028,SOKONI STEEL WOOL,KITCHEN ITEMS,,PKT,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1175,PHA648,SOLUSET,PHARMACY,,TABS,65,150,INVENTORY - PHARMACY,PHARMACY
1176,PHA296,SPASMOCARE TABS 500/20MG,PHARMACY,,TABS,0,25,INVENTORY - PHARMACY,PHARMACY
1177,CANTEEN129,SPECIAL SLIPPERS,CANTEEN & CATERING,,PAIRS,115,150,PREPAID SERVICE CONTRACTS,
1178,PHA481,SPINAL NEEDLES G22,PHARMACY,,TABS,200,300,INVENTORY - PHARMACY,PHARMACY
1179,PHA503,SPINAL NEEDLES G25,PHARMACY,,TABS,200,300,INVENTORY - PHARMACY,PHARMACY
1180,PHA898,SPIRONOLACTONE TABS 100MG [ALDACTONE 100MG#,PHARMACY,,TABS,21.78,30,INVENTORY - PHARMACY,PHARMACY
1181,PHA612,SQUEEZE BALL,PHARMACY,,TABS,1000,1000,INVENTORY - PHARMACY,PHARMACY
1182,8039,STAMP PAD INK,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1183,8040,STAMPING INK,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1184,8038,STAPLE REMOVER,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1185,8020,STAPLER,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1186,8021,STAPLES,STATIONARY,,PKT,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1187,23,STEEL WOOL (CANTEEN),CANTEEN & CATERING,,PIECES,100,0,PREPAID SERVICE CONTRACTS,
1188,KITCHEN027,STEELEX SCOURING PAD,KITCHEN ITEMS,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1189,24,STEELEX SCOURING PADS (CANTEEN),CANTEEN & CATERING,,PIECES,40,0,PREPAID SERVICE CONTRACTS,
1190,PHA823,STERILE SURGICAL GOWNS,PHARMACY,,TABS,850,1200,INVENTORY - PHARMACY,PHARMACY
1191,LAB003,STERILE SWABS,LAB ITEMS,,PKT,1200,0,LABORATORY EQUIPMENT,LABORATORY
1192,PHA980,STERILIZING DRUM,PHARMACY,,TABS,1700,0,INVENTORY - PHARMACY,PHARMACY
1193,LAB019,STOOL CONTAINER,LAB ITEMS,,PIECES,14,0,LABORATORY EQUIPMENT,LABORATORY
1194,PHA614,STOOL CONTAINERS,PHARMACY,,TABS,0,19,INVENTORY - PHARMACY,PHARMACY
1195,345011,STRAIGHT BUR,DENTAL,,OTHERS,100,135,COS-DENTAL,DENTAL
1196,PHA518,STRAPPING 0,PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
1197,PHA568,STRAPPING TRANSPARENT[SPECIAL],PHARMACY,,TABS,105,300,INVENTORY - PHARMACY,PHARMACY
1198,PHA1005,SUCTION CATHER SIZE 12,PHARMACY,,PIECES,25,100,INVENTORY - PHARMACY,PHARMACY
1199,PHA1006,SUCTION CATHETER,PHARMACY,,PIECES,25,100,INVENTORY - PHARMACY,PHARMACY
1200,PHA1007,SUCTION CATHETER SIZE 14,PHARMACY,,PIECES,25,100,INVENTORY - PHARMACY,PHARMACY
1201,PHA1008,SUCTION CATHETER SIZE 16,PHARMACY,,PIECES,25,100,INVENTORY - PHARMACY,PHARMACY
1202,PHA1004,SUCTION CATHETER SIZE 6,PHARMACY,,PIECES,25,100,INVENTORY - PHARMACY,PHARMACY
1203,PHA927,SUCTION CATHETERS THUMB CONTROL SIZE 10,PHARMACY,,TABS,19,100,INVENTORY - PHARMACY,PHARMACY
1204,PHA926,SUCTION CATHETERS THUMB CONTROL SIZE 8,PHARMACY,,TABS,19,100,INVENTORY - PHARMACY,PHARMACY
1205,PHA1002,SUCTION TUBE SIZE 10,PHARMACY,,TABS,15.6,100,INVENTORY - PHARMACY,PHARMACY
1206,PHA860,SUCTION TUBE SIZE 5,PHARMACY,,TABS,13.3,100,INVENTORY - PHARMACY,PHARMACY
1207,PHA691,SUCTION TUBES SIZE 6,PHARMACY,,TABS,10,100,INVENTORY - PHARMACY,PHARMACY
1208,KITCHEN013,SUGAR,KITCHEN ITEMS,,KGS,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1209,14,SUGAR (CANTEEN),CANTEEN & CATERING,,KGS,126.4,126.4,PREPAID SERVICE CONTRACTS,
1210,40,SUGAR SACHETS,CANTEEN & CATERING,,PKT,225,0,,
1211,345023,SUNCTION TIPS,DENTAL,,PKT,500,0,COS-DENTAL,DENTAL
1212,PHA660,SUNCTION TUBES SIZE 16,PHARMACY,,TABS,11.76,100,INVENTORY - PHARMACY,PHARMACY
1213,PHA539,SUNCTION TUBES SIZE14,PHARMACY,,TABS,15,100,INVENTORY - PHARMACY,PHARMACY
1214,PHA683,SUNCTION TUBES SIZE 8,PHARMACY,,TABS,15,100,INVENTORY - PHARMACY,PHARMACY
1215,5049,SUNLIGHT SOAP 50GRAMS,CANTEEN & CATERING,,PIECES,19.17,19.17,PREPAID SERVICE CONTRACTS,
1216,5050,SUNLIGHTSOAP 80GRAMS,CANTEEN & CATERING,,PIECES,28.33,28.33,PREPAID SERVICE CONTRACTS,PHYSIOTHERPHY EQUIPMENT
1217,CANTEEN153,SUNNY GIRL SANITARY PADS,CANTEEN & CATERING,,PKT,46.04,46.04,PREPAID SERVICE CONTRACTS,
1218,8006,SUPER GLUE,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1219,PHA743,SURGEON THEATRE CAPS[100 PIECES],PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
1220,PHA517,SURGICAL BLADES,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
1221,PHA701,SURGICAL GLOVES SIZE 7.0,PHARMACY,,TABS,20,150,INVENTORY - PHARMACY,PHARMACY
1222,PHA547,SURGICAL GLOVES SIZE 7.5,PHARMACY,,TABS,21,150,INVENTORY - PHARMACY,PHARMACY
1223,PHA445,SURGICAL GLOVES SZ 8,PHARMACY,,TABS,17.06,150,INVENTORY - PHARMACY,PHARMACY
1224,5066,SURGICAL MASKS,CANTEEN & CATERING,,PKT,130,130,PREPAID SERVICE CONTRACTS,
1225,PHA532,SURGICAL SPIRIT,PHARMACY,,TABS,1500,2000,INVENTORY - PHARMACY,PHARMACY
1226,PHA675,SUXAMETHONIUM CHLORIDE INJ 50MG/2ML,PHARMACY,,TABS,74.3,100,INVENTORY - PHARMACY,PHARMACY
1227,PHA520,SYRINGES 10CC,PHARMACY,,TABS,1,10,INVENTORY - PHARMACY,PHARMACY
1228,PHA662,SYRINGES 20CC,PHARMACY,,TABS,7.6,50,INVENTORY - PHARMACY,PHARMACY
1229,PHA523,SYRINGES 2CC,PHARMACY,,TABS,1,5,INVENTORY - PHARMACY,PHARMACY
1230,PHA519,SYRINGES 3CC,PHARMACY,,TABS,1,8,INVENTORY - PHARMACY,PHARMACY
1231,PHA560,SYRINGES 5CC,PHARMACY,,TABS,2,5,INVENTORY - PHARMACY,PHARMACY
1232,PHA975,SYRINGES FOR IMMUNIZATION,PHARMACY,,TABS,12.97,20,INVENTORY - PHARMACY,PHARMACY
1233,PHA399,TACROLIMUS 5GM(0.1)% 0,PHARMACY,,TABS,0,550,INVENTORY - PHARMACY,PHARMACY
1234,CANTEEN163,TAIFA KCC MILK 250ML,CANTEEN & CATERING,,LTS,25,40,,
1235,41,TAKE AWAY PACKAGING,CANTEEN & CATERING,,PKT,135,15,PREPAID SERVICE CONTRACTS,
1236,PHA930,TAMSULOSIN AND DUTASTERIDE 0.4MG/0.5MG,PHARMACY,,TABS,30,70,INVENTORY - PHARMACY,PHARMACY
1237,PHA849,TAMSULOSIN 0.4MG,PHARMACY,,TABS,0,80,INVENTORY - PHARMACY,PHARMACY
1238,CANTEEN072,TEA (CHAI),CANTEEN & CATERING,,PIECES,0,20,PHYSIOTHERPHY EQUIPMENT,PHYSIOTHERPHY EQUIPMENT
1239,27,TEA LEAVES (CANTEEN),CANTEEN & CATERING,,250GMS,100,100,PREPAID SERVICE CONTRACTS,
1240,PHA297,TEARS NATURALE II DROPS 0.7%W/V[LUBTEARS],PHARMACY,,TABS,0,250,INVENTORY - PHARMACY,PHARMACY
1241,C&A002,TELEVISION,COMPUTERS & ACCESSORIES,,PIECES,22500,0,COMPUTERS &PERIPHERALS,HOSPITAL REVENUE
1242,PHA764,TELMISARTAN 40 MG (CASH ONLY),PHARMACY,,TABS,23.6,40,INVENTORY - PHARMACY,PHARMACY
1243,PHA887,TELMISARTAN/HCTZ 40/12.5MG (CASH ONLY),PHARMACY,,TABS,41.93,60,INVENTORY - PHARMACY,PHARMACY
1244,PHA394,TERBINAFINE HYDROCHLORIDE CREAM 0,PHARMACY,,TABS,0,300,INVENTORY - PHARMACY,PHARMACY
1245,PHA422,TERBINAFINE TABLETS 250MG 0,PHARMACY,,TABS,0,90,INVENTORY - PHARMACY,PHARMACY
1246,PHA298,TETRACYCLINE EYE OINT. 1%,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
1247,PHA373,TETRACYCLINE SKIN OINTMENT 15G 0,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
1248,8009,THERMAL ROLLS,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1249,LAB026,THERMO ROLL,LAB ITEMS,,PIECES,200,0,LABORATORY EQUIPMENT,LABORATORY
1250,PHA424,THIGH SUPPORT,PHARMACY,,TABS,500,700,INVENTORY - PHARMACY,PHARMACY
1251,PHA342,THROATSIL LOZENGES TAB 0,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1252,8048,TIAQIU LR41H,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1253,PHA413,TIMOLOL EYE DROPS 0.5% 5ML 0,PHARMACY,,TABS,0,120,INVENTORY - PHARMACY,PHARMACY
1254,PHA299,TINIDAZOLE TABS,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1255,ADM001,TISSUE,ADMINISTRATION,,PIECES,0,0,ADMINISTRATIVE EXPENSES,ADMISSION CHARGES
1256,8031,TK 475,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1257,8030,TK 1170,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1258,8032,TK 475,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1259,PHA360,TML 5MLS EYE DROPS 0,PHARMACY,,TABS,0,300,INVENTORY - PHARMACY,PHARMACY
1260,PHA403,TOBRAMYCIN & DEXAMETHASONE 0,PHARMACY,,TABS,0,550,INVENTORY - PHARMACY,PHARMACY
1261,PHA300,TOBRAMYCIN E/DROPS 5ML,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
1262,PHA490,TOBRAMYCINUM DROPS 0,PHARMACY,,TABS,0,400,INVENTORY - PHARMACY,PHARMACY
1263,2,TOFFEE SWEETS,CANTEEN & CATERING,,PKT,65,0,PREPAID SERVICE CONTRACTS,
1264,4210,TOMATO SAUCE,CANTEEN & CATERING,,5LTS,320,320,PREPAID SERVICE CONTRACTS,
1265,CO5016,TOMATOES (CANTEEN),CANTEEN & CATERING,,KGS,50,50,PREPAID SERVICE CONTRACTS,
1266,PHA761,TONGUE DEPRESSORS/SPATULAS,PHARMACY,,TABS,120,0,INVENTORY - PHARMACY,PHARMACY
1267,44,TOOTH PICK,CANTEEN & CATERING,,PIECES,0,0,COS-CANTEEN,CANTEEN INCOME
1268,5036,TOOTHBRUSH (COLGATE),CANTEEN & CATERING,,DOZEN,360,480,PREPAID SERVICE CONTRACTS,
1269,5052,TOOTHBRUSH (WHITECARE),CANTEEN & CATERING,,DOZEN,180,360,PREPAID SERVICE CONTRACTS,
1270,LAB039,TOTAL BILIRUBIN,LAB ITEMS,,ML,5200,0,COS-LABORATORY,LABORATORY
1271,LAB021,TOTAL PROTEIN,LAB ITEMS,,ML,5300,0,LABORATORY EQUIPMENT,LABORATORY
1272,LAUNDRY004,TOWELS,LAUNDRY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1273,PHA989,TRAMACET 375/325MG,PHARMACY,,TABS,47,65,INVENTORY - PHARMACY,PHARMACY
1274,PHA301,TRAMADOL CAPS 50MG,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
1275,PHA668,TRAMADOL INJ 50 MG,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
1276,PHA302,TRAMADOL INJ. 100MG/ML,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
1277,PHA659,TRANEXAMIC ACID 500MG[CASH OMLY],PHARMACY,,TABS,11.77,20,INVENTORY - PHARMACY,PHARMACY
1278,PHA303,TRANEXAMIC ACID CAPS 250MG,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
1279,PHA304,TRANEXAMIC ACID INJ 500MG/ML[CASH ],PHARMACY,,TABS,84,200,INVENTORY - PHARMACY,PHARMACY
1280,PHA912,TRANSPORT,PHARMACY,,TABS,0,0,INVENTORY - PHARMACY,PHARMACY
1281,PHA808,TRANSPORT 300,PHARMACY,,TABS,300,300,INVENTORY - PHARMACY,PHARMACY
1282,PHA305,TREPHAZINE EXPECTORANT 100ML,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
1283,PHA381,TREVIA/SITAGLIPTIN 50MG 0,PHARMACY,,TABS,0,85,INVENTORY - PHARMACY,PHARMACY
1284,PHA902,TREVIAMET 50/1000MG (CASH),PHARMACY,,TABS,46.71,65,INVENTORY - PHARMACY,PHARMACY
1285,PHA368,TREVIAMET 50/500MG TABS,PHARMACY,,TABS,46.71,70,INVENTORY - PHARMACY,PHARMACY
1286,PHA473,TRIAMCINOLONE ACETONIDE BUCCAL PASTE 0,PHARMACY,,TABS,0,360,INVENTORY - PHARMACY,PHARMACY
1287,PHA443,TRIANGULAR BANDAGES[ARM SLING],PHARMACY,,TABS,42,100,INVENTORY - PHARMACY,PHARMACY
1288,PHA460,TRIFAST MR[PCM/DINAC/CHLORZO] 0,PHARMACY,,TABS,0,18,INVENTORY - PHARMACY,PHARMACY
1289,PHA323,TRIMIN TABS 100/50/100MG 0,PHARMACY,,TABS,0,25,INVENTORY - PHARMACY,PHARMACY
1290,PHA920,TRINERVE,PHARMACY,,TABS,30,50,INVENTORY - PHARMACY,PHARMACY
1291,PHA667,TRINOCORT INJ 40 MG,PHARMACY,,TABS,150,530,INVENTORY - PHARMACY,PHARMACY
1292,PHA637,TRIPOD STAND,PHARMACY,,TABS,2000,2500,INVENTORY - PHARMACY,PHARMACY
1293,CANTEEN088,TROPHICAL SWEETS,CANTEEN & CATERING,,PIECES,0,2.5,PHYSIOTHERPHY EQUIPMENT,PHYSIOTHERPHY EQUIPMENT
1294,CO5034,TROPICAL SWEETS 1KG,CANTEEN & CATERING,,PKT,325,325,PREPAID SERVICE CONTRACTS,
1295,5070,TROPICAL SWEETS 500G,CANTEEN & CATERING,,PIECES,160,160,PREPAID SERVICE CONTRACTS,
1296,LAB036,TSH,LAB ITEMS,,PKT,7800,0,INVENTORY - LABORATORY,LABORATORY
1297,5048,TULIP TISSUE PAPER (20),CANTEEN & CATERING,,PIECES,15,20,PREPAID SERVICE CONTRACTS,
1298,PHA990,TURBOLAX ORAL EMULSION,PHARMACY,,TABS,340,460,INVENTORY - PHARMACY,PHARMACY
1299,CANTEEN074,TUZO 250 ML,CANTEEN & CATERING,,ML,0,65,PHYSIOTHERPHY EQUIPMENT,PHYSIOTHERPHY EQUIPMENT
1300,PHA307,TX-MF TABS 500MG/250MG,PHARMACY,,TABS,0,75,INVENTORY - PHARMACY,PHARMACY
1301,CANTEEN070,UGALI GREENS,CANTEEN & CATERING,,PLATE,30,50,PREPAID SERVICE CONTRACTS,
1302,CANTEEN062,UGALI MATUMBO,CANTEEN & CATERING,,PLATE,50,70,PREPAID SERVICE CONTRACTS,
1303,PHA762,ULTRA SOUND (PRINT PAPERS),PHARMACY,,TABS,2190,0,INVENTORY - PHARMACY,PHARMACY
1304,PHA753,ULTRA SOUND TRANSMISSION GEL(5LTS),PHARMACY,,TABS,680,910,INVENTORY - PHARMACY,PHARMACY
1305,PHA645,ULTRASOUND GEL 250GM,PHARMACY,,TABS,64,200,INVENTORY - PHARMACY,PHARMACY
1306,PHA566,UMBILICAL CORD CLAMPS,PHARMACY,,TABS,5,100,INVENTORY - PHARMACY,PHARMACY
1307,CANTEEN130,UMOJA SLIPPERS,CANTEEN & CATERING,,PAIRS,100,150,INVENTORY - NURSING,
1308,345017,UPPER ANTERIOR A2,DENTAL,,PKT,150,0,COS-DENTAL,DENTAL
1309,345018,UPPER ANTERIOR A3,DENTAL,,PKT,150,0,COS-DENTAL,DENTAL
1310,345021,UPPER POSTERIOR A3,DENTAL,,PKT,150,0,COS-DENTAL,DENTAL
1311,C&A001,UPS,COMPUTERS & ACCESSORIES,,PIECES,5200,0,COMPUTERS &PERIPHERALS,HOSPITAL REVENUE
1312,LAB018,UREA,LAB ITEMS,,ML,4300,0,LABORATORY EQUIPMENT,LABORATORY
1313,PHA633,URIC REAGENT,PHARMACY,,TABS,0,5000,INVENTORY - PHARMACY,PHARMACY
